"Occurrences","Word","Length","Freq_HAL","Log_Freq_HAL"
"3","tendencies","10","1,830","7.512"
"3","tendered","8","99","4.595"
"3","tenderize","9","43","3.761"
"3","tenderness","10","496","6.207"
"3","tending","7","674","6.513"
"3","tensions","8","1,368","7.221"
"3","terminology","11","4,073","8.312"
"3","terraces","8","150","5.011"
"3","terribly","8","6,590","8.793"
"3","terriers","8","1,209","7.098"
"3","terrorism","9","3,311","8.105"
"3","terrorists","10","3,171","8.062"
"3","testicle","8","254","5.537"
"3","testifies","9","238","5.472"
"3","testing","7","40,153","10.600"
"3","testy","5","347","5.849"
"3","thawing","7","148","4.997"
"3","theme","5","14,345","9.571"
"3","theoretically","13","3,092","8.037"
"3","therapist's","11","71","4.263"
"3","there'll","8","1,275","7.151"
"3","thereabouts","11","736","6.601"
"3","thereby","7","6,247","8.740"
"3","thermometer","11","695","6.544"
"3","these","5","591,805","13.291"
"3","thesis","6","6,281","8.745"
"3","thieves","7","2,461","7.808"
"3","thimble","7","114","4.736"
"3","thinly","6","726","6.588"
"3","thinned","7","229","5.434"
"3","thirsty","7","919","6.823"
"3","thirty","6","6,426","8.768"
"3","thistle","7","473","6.159"
"3","Thomas","6","50,519","10.830"
"3","Thomas's","8","146","4.984"
"3","thoroughbred","12","236","5.464"
"3","thoughtless","11","352","5.864"
"3","thousand","8","16,355","9.702"
"3","threaded","8","1,934","7.567"
"3","threading","9","1,024","6.931"
"3","threshed","8","2","0.693"
"3","threw","5","6,888","8.838"
"3","thrifty","7","172","5.147"
"3","thrillers","9","119","4.779"
"3","thrills","7","501","6.217"
"3","throng","6","129","4.860"
"3","throttled","9","156","5.050"
"3","through","7","305,803","12.631"
"3","throughput","10","3,366","8.121"
"3","throw","5","28,289","10.250"
"3","throwaway","9","257","5.549"
"3","thuggery","8","57","4.043"
"3","thunderclap","11","34","3.526"
"3","thunderclaps","12","3","1.099"
"3","thunderous","10","166","5.112"
"3","thunderstorm","12","342","5.835"
"3","Thursday","8","14,696","9.595"
"3","thyroidal","9","0","0.000"
"3","tiara","5","125","4.828"
"3","tick","4","4,619","8.438"
"3","ticked","6","700","6.551"
"3","tidiness","8","7","1.946"
"3","tiebreak","8","45","3.807"
"3","tied","4","11,216","9.325"
"3","ties","4","7,041","8.860"
"3","tightly","7","4,669","8.449"
"3","tightrope","9","169","5.130"
"3","tiles","5","1,269","7.146"
"3","tilling","7","51","3.932"
"3","tilt","4","2,136","7.667"
"3","time's","6","784","6.664"
"3","timed","5","2,509","7.828"
"3","timers","6","1,585","7.368"
"3","timeworn","8","15","2.708"
"3","tinder","6","277","5.624"
"3","tinfoil","7","82","4.407"
"3","tinker","6","860","6.757"
"3","tinkle","6","80","4.382"
"3","tintable","8","0","0.000"
"3","tiring","6","756","6.628"
"3","tits","4","5,535","8.619"
"3","tobacco","7","5,750","8.657"
"3","toiled","6","79","4.369"
"3","toilets","7","745","6.613"
"3","tolerated","9","1,816","7.504"
"3","toll","4","7,570","8.932"
"3","tomboy","6","152","5.024"
"3","Tommy's","7","392","5.971"
"3","tool","4","33,286","10.413"
"3","tooth","5","3,129","8.048"
"3","toothache","9","114","4.736"
"3","toothbrush","10","560","6.328"
"3","topic","5","34,583","10.451"
"3","topped","6","1,134","7.034"
"3","topple","6","262","5.568"
"3","topsoil","7","189","5.242"
"3","torch","5","2,425","7.794"
"3","torches","7","409","6.014"
"3","torpedo","7","1,512","7.321"
"3","torque","6","3,248","8.086"
"3","tortilla","8","294","5.684"
"3","tortured","8","2,664","7.888"
"3","tossing","7","1,552","7.347"
"3","totals","6","2,674","7.891"
"3","touches","7","2,857","7.958"
"3","toughest","8","938","6.844"
"3","toughness","9","1,018","6.926"
"3","tour","4","23,493","10.064"
"3","tousle","6","8","2.079"
"3","toward","6","28,152","10.245"
"3","towers","6","3,059","8.026"
"3","townsfolk","9","85","4.443"
"3","toxicity","8","1,295","7.166"
"3","trademarks","10","3,064","8.027"
"3","trading","7","19,998","9.903"
"3","tragedy","7","3,635","8.198"
"3","trained","7","11,504","9.350"
"3","training","8","58,664","10.980"
"3","traitor","7","1,190","7.082"
"3","trampling","9","403","5.999"
"3","trampoline","10","184","5.215"
"3","tranquility","11","2,716","7.907"
"3","transaction","11","6,596","8.794"
"3","transatlantic","13","376","5.930"
"3","transcendentalist","17","52","3.951"
"3","transcending","12","188","5.236"
"3","transcription","13","1,741","7.462"
"3","transferable","12","367","5.905"
"3","transfered","10","969","6.876"
"3","transfigure","11","9","2.197"
"3","transformation","14","5,712","8.650"
"3","transforming","12","1,093","6.997"
"3","transitional","12","803","6.688"
"3","translate","9","7,754","8.956"
"3","translated","10","6,930","8.844"
"3","transmittable","13","41","3.714"
"3","transmitted","11","5,717","8.651"
"3","transpire","9","198","5.288"
"3","transplant","10","2,388","7.778"
"3","transporter","11","2,015","7.608"
"3","trap","4","9,424","9.151"
"3","trapdoors","9","27","3.296"
"3","trapeze","7","152","5.024"
"3","trash","5","9,768","9.187"
"3","travelled","9","1,914","7.557"
"3","treachery","9","548","6.306"
"3","treasures","9","1,803","7.497"
"3","treasuries","10","238","5.472"
"3","treating","8","4,506","8.413"
"3","treatment","9","25,792","10.158"
"3","treaty","6","7,163","8.877"
"3","trees","5","14,693","9.595"
"3","trembles","8","100","4.605"
"3","tremendously","12","1,766","7.476"
"3","trenches","8","556","6.321"
"3","triangles","9","1,097","7.000"
"3","tribalism","9","127","4.844"
"3","tribes","6","3,067","8.028"
"3","triceps","7","174","5.159"
"3","tricolor","8","180","5.193"
"3","trident","7","3,902","8.269"
"3","triggered","9","2,509","7.828"
"3","trilingual","10","52","3.951"
"3","trimming","8","991","6.899"
"3","tripled","7","643","6.466"
"3","triplets","8","370","5.914"
"3","triumphantly","12","202","5.308"
"3","triumphs","8","350","5.858"
"3","trivialize","10","208","5.338"
"3","troll","5","11,416","9.343"
"3","trolley","7","378","5.935"
"3","trombone","8","709","6.564"
"3","troublemaker","12","490","6.194"
"3","troubleshooter","14","229","5.434"
"3","trough","6","990","6.898"
"3","truant","6","53","3.970"
"3","trucks","6","4,552","8.423"
"3","trudge","6","129","4.860"
"3","Truman's","8","165","5.106"
"3","truss","5","352","5.864"
"3","trustee","7","657","6.488"
"3","trustingly","10","126","4.836"
"3","trusty","6","895","6.797"
"3","truthfulness","12","262","5.568"
"3","truths","6","2,483","7.817"
"3","tubeless","8","51","3.932"
"3","tuck","4","1,004","6.912"
"3","tug","3","1,177","7.071"
"3","Tulane","6","951","6.858"
"3","tumbler","7","300","5.704"
"3","tumbleweed","10","52","3.951"
"3","tumor","5","1,525","7.330"
"3","tunneled","8","30","3.401"
"3","turbulence","10","761","6.635"
"3","turkey","6","13,802","9.533"
"3","turnstile","9","50","3.912"
"3","turntable","9","703","6.555"
"3","turret","6","583","6.368"
"3","tutu","4","142","4.956"
"3","tux","3","338","5.823"
"3","tweet","5","270","5.598"
"3","tweezed","7","5","1.609"
"3","twice","5","46,140","10.739"
"3","twirled","7","96","4.564"
"3","twisted","7","6,939","8.845"
"3","twit","4","1,498","7.312"
"3","twitching","9","572","6.349"
"3","two","3","456,473","13.031"
"3","typeface","8","888","6.789"
"3","typically","9","15,489","9.648"
"3","typify","6","84","4.431"
"3","tyranny","7","2,708","7.904"
"3","ubiquity","8","89","4.489"
"3","ultraviolet","11","1,183","7.076"
"3","unabashed","9","192","5.257"
"3","unacceptable","12","3,459","8.149"
"3","unadopted","9","12","2.485"
"3","unadulterated","13","341","5.832"
"3","unanimous","9","914","6.818"
"3","unassuming","10","135","4.905"
"3","unattended","10","914","6.818"
"3","unbeliever","10","187","5.231"
"3","unbend","6","25","3.219"
"3","unblushing","10","0","0.000"
"3","unborn","6","1,415","7.255"
"3","unbound","7","346","5.846"
"3","unbreakable","11","531","6.275"
"3","unburned","8","68","4.220"
"3","uncanny","7","4,057","8.308"
"3","unceasingly","11","34","3.526"
"3","unclaimed","9","204","5.318"
"3","uncles","6","459","6.129"
"3","unclouded","9","28","3.332"
"3","uncomfortable","13","5,558","8.623"
"3","uncommitted","11","186","5.226"
"3","unconditional","13","1,206","7.095"
"3","unconnected","11","305","5.720"
"3","unconquerable","13","54","3.989"
"3","underage","8","532","6.277"
"3","undercarriage","13","103","4.635"
"3","undercharge","11","11","2.398"
"3","underdog","8","391","5.969"
"3","underexpose","11","35","3.555"
"3","underfed","8","53","3.970"
"3","undergoing","10","1,559","7.352"
"3","undergrowth","11","110","4.700"
"3","underhand","9","77","4.344"
"3","underhandedness","15","16","2.773"
"3","undernourish","12","1","0.000"
"3","underprivileged","15","150","5.011"
"3","underproduction","15","3","1.099"
"3","underquote","10","1","0.000"
"3","underrated","10","868","6.766"
"3","understands","11","4,431","8.396"
"3","understock","10","3","1.099"
"3","undertakes","10","114","4.736"
"3","undertaking","11","1,380","7.230"
"3","undertook","9","263","5.572"
"3","underwood's","11","17","2.833"
"3","underwriter","11","267","5.587"
"3","undifferentiated","16","119","4.779"
"3","undignified","11","76","4.331"
"3","undisguised","11","41","3.714"
"3","undisturbed","11","308","5.730"
"3","unearned","8","292","5.677"
"3","unearthed","9","416","6.031"
"3","uneaten","7","40","3.689"
"3","unemotional","11","97","4.575"
"3","unemployed","10","2,488","7.819"
"3","unendurable","11","35","3.555"
"3","unenviable","10","80","4.382"
"3","unexplained","11","1,026","6.933"
"3","unfeigned","9","10","2.303"
"3","unfenced","8","19","2.944"
"3","unforeseen","10","269","5.595"
"3","unfortunately","13","44,809","10.710"
"3","unfulfilled","11","258","5.553"
"3","unglazed","8","38","3.638"
"3","unguided","8","68","4.220"
"3","unheated","8","106","4.663"
"3","unhinge","7","7","1.946"
"3","unhook","6","128","4.852"
"3","unhurried","9","81","4.394"
"3","unifying","8","514","6.242"
"3","unimportant","11","1,716","7.448"
"3","uninspired","10","228","5.429"
"3","uninterested","12","371","5.916"
"3","unionize","8","38","3.638"
"3","uniquely","8","1,418","7.257"
"3","unity","5","5,213","8.559"
"3","universalize","12","10","2.303"
"3","university's","12","1,578","7.364"
"3","unlacing","8","6","1.792"
"3","unlawful","8","1,373","7.225"
"3","unlikely","8","12,464","9.431"
"3","unlocked","8","816","6.704"
"3","unmade","6","48","3.871"
"3","unmanageable","12","179","5.187"
"3","unmanageably","12","8","2.079"
"3","unmask","6","95","4.554"
"3","unmistakable","12","465","6.142"
"3","unmotivated","11","127","4.844"
"3","unmoved","7","117","4.762"
"3","unnatural","9","1,726","7.454"
"3","unopened","8","4,632","8.441"
"3","unpacking","9","443","6.094"
"3","unpaid","6","729","6.592"
"3","unpopular","9","1,496","7.311"
"3","unprompted","10","10","2.303"
"3","unproved","8","55","4.007"
"3","unreal","6","956","6.863"
"3","unrecognizable","14","239","5.476"
"3","unrecognized","12","486","6.186"
"3","unseasonable","12","8","2.079"
"3","unsettled","9","458","6.127"
"3","unskilled","9","771","6.648"
"3","unsuitably","10","1","0.000"
"3","unsuited","8","197","5.283"
"3","unteach","7","0","0.000"
"3","untidiness","10","7","1.946"
"3","untied","6","513","6.240"
"3","untrained","9","604","6.404"
"3","unwaveringly","12","4","1.386"
"3","unwilling","9","3,223","8.078"
"3","unwillingly","11","188","5.236"
"3","unwired","7","16","2.773"
"3","unworn","6","20","2.996"
"3","update","6","39,270","10.578"
"3","upgrade","7","35,367","10.474"
"3","uphold","6","1,552","7.347"
"3","uplift","6","340","5.829"
"3","upped","5","384","5.951"
"3","upper","5","26,757","10.195"
"3","uppermost","9","121","4.796"
"3","upright","7","2,530","7.836"
"3","upstanding","10","328","5.793"
"3","upsurge","7","168","5.124"
"3","uptown","6","594","6.387"
"3","upwards","7","2,315","7.747"
"3","Uranus","6","1,029","6.936"
"3","urbane","6","105","4.654"
"3","useable","7","1,308","7.176"
"3","used","4","365,662","12.809"
"3","usual","5","28,950","10.273"
"3","Utah","4","8,940","9.098"
"3","utter","5","3,975","8.288"
"3","vacated","7","265","5.580"
"3","vaccine","7","6,030","8.705"
"3","vacuumed","8","96","4.564"
"3","vaginal","7","1,529","7.332"
"3","valedictorian","13","125","4.828"
"3","valiant","7","2,497","7.823"
"3","value","5","82,888","11.325"
"3","valued","6","2,741","7.916"
"3","vanishing","9","1,014","6.922"
"3","vanity","6","1,242","7.124"
"3","vanquish","8","112","4.718"
"3","vantage","7","762","6.636"
"3","vapor","5","3,263","8.090"
"3","varnish","7","410","6.016"
"3","vault","5","9,408","9.149"
"3","vaulting","8","123","4.812"
"3","veal","4","903","6.806"
"3","vector","6","39,886","10.594"
"3","vectors","7","2,539","7.840"
"3","veg","3","635","6.454"
"3","Vegas","5","7,900","8.975"
"3","veil","4","1,868","7.533"
"3","velvety","7","123","4.812"
"3","venal","5","157","5.056"
"3","vending","7","760","6.633"
"3","vendor","6","12,408","9.426"
"3","venturer","8","19","2.944"
"3","venturous","9","6","1.792"
"3","verandas","8","1","0.000"
"3","verge","5","1,608","7.383"
"3","verify","6","9,374","9.146"
"3","veritable","9","489","6.192"
"3","vermin","6","650","6.477"
"3","Vermont's","9","26","3.258"
"3","Veronica","8","1,955","7.578"
"3","vertebrae","9","171","5.142"
"3","vesicle","7","36","3.584"
"3","vested","6","1,767","7.477"
"3","veteran's","9","204","5.318"
"3","vibrant","7","845","6.739"
"3","vibrating","9","1,074","6.979"
"3","vice","4","15,887","9.673"
"3","vicinity","8","1,835","7.515"
"3","Vicky","5","1,154","7.051"
"3","victim's","8","819","6.708"
"3","victimized","10","599","6.395"
"3","Victoria's","10","410","6.016"
"3","Victorians","10","96","4.564"
"3","victorious","10","1,054","6.960"
"3","video","5","110,183","11.610"
"3","videotape","9","2,152","7.674"
"3","vigilance","9","428","6.059"
"3","Viking","6","2,727","7.911"
"3","villages","8","3,279","8.095"
"3","vinaigrette","11","47","3.850"
"3","vine","4","1,241","7.124"
"3","vinegar","7","1,944","7.573"
"3","violated","8","4,455","8.402"
"3","violin","6","2,583","7.857"
"3","virgin","6","7,884","8.973"
"3","virtues","7","1,503","7.315"
"3","visceral","8","372","5.919"
"3","visibly","7","812","6.700"
"3","visit","5","43,874","10.689"
"3","visual","6","31,701","10.364"
"3","vital","5","8,687","9.070"
"3","vitalize","8","3","1.099"
"3","Vivian's","8","43","3.761"
"3","vixen","5","410","6.016"
"3","vocalize","8","78","4.357"
"3","voiced","6","1,628","7.395"
"3","volition","8","455","6.120"
"3","volunteered","11","1,491","7.307"
"3","voyage","6","2,283","7.733"
"3","vying","5","241","5.485"
"3","wacky","5","1,997","7.599"
"3","waffle","6","4,331","8.374"
"3","wage","4","10,055","9.216"
"3","waging","6","435","6.075"
"3","waist","5","5,276","8.571"
"3","waited","6","6,380","8.761"
"3","waiver","6","1,373","7.225"
"3","waking","6","2,681","7.894"
"3","walkways","8","121","4.796"
"3","wallowing","9","244","5.497"
"3","Walters","7","1,097","7.000"
"3","wand","4","5,420","8.598"
"3","wanderers","9","609","6.412"
"3","wanders","7","648","6.474"
"3","wanna","5","10,273","9.237"
"3","wants","5","60,875","11.017"
"3","ward","4","24,382","10.102"
"3","ware","4","1,931","7.566"
"3","warehouse","9","4,496","8.411"
"3","warehousing","11","1,199","7.089"
"3","wares","5","1,156","7.053"
"3","warmed","6","1,145","7.043"
"3","wary","4","1,884","7.541"
"3","wash","4","8,590","9.058"
"3","washing","7","3,340","8.114"
"3","Washington","10","58,595","10.978"
"3","wasteful","8","1,059","6.965"
"3","watch","5","56,974","10.950"
"3","watchband","9","13","2.565"
"3","watercolor","10","196","5.278"
"3","watercourse","11","15","2.708"
"3","watered","7","824","6.714"
"3","waterfall","9","818","6.707"
"3","waterside","9","35","3.555"
"3","watertight","10","143","4.963"
"3","Watson","6","5,810","8.667"
"3","wavelength","10","1,392","7.238"
"3","wavelengths","11","694","6.542"
"3","waxwork","7","27","3.296"
"3","waxy","4","135","4.905"
"3","way","3","490,087","13.102"
"3","we'll","5","32,801","10.398"
"3","weaken","6","1,229","7.114"
"3","wealth","6","11,934","9.387"
"3","wealthiest","10","330","5.799"
"3","weaning","7","738","6.604"
"3","weapons","7","28,521","10.258"
"3","weariness","9","185","5.220"
"3","wears","5","3,594","8.187"
"3","weathers","8","239","5.476"
"3","wedded","6","170","5.136"
"3","weeds","5","1,111","7.013"
"3","weighed","7","1,709","7.444"
"3","weighting","9","467","6.146"
"3","weird","5","16,200","9.693"
"3","welcome","7","55,024","10.916"
"3","weld","4","1,230","7.115"
"3","welder","6","339","5.826"
"3","welfare","7","20,499","9.928"
"3","wench","5","344","5.841"
"3","went","4","115,581","11.658"
"3","weren't","7","20,532","9.930"
"3","Westchester","11","841","6.735"
"3","wet","3","16,466","9.709"
"3","whacked","7","453","6.116"
"3","whatever","8","81,172","11.304"
"3","wheel","5","19,368","9.871"
"3","wheeled","7","475","6.163"
"3","wheezing","8","248","5.513"
"3","whenever","8","22,956","10.041"
"3","whereabouts","11","1,264","7.142"
"3","wherewith","9","49","3.892"
"3","whichever","9","3,305","8.103"
"3","whimper","7","489","6.192"
"3","whimpering","10","432","6.068"
"3","whimsical","9","335","5.814"
"3","whisper","7","1,759","7.473"
"3","whitehaired","11","0","0.000"
"3","whitening","9","2,023","7.612"
"3","wholeheartedly","14","1,505","7.317"
"3","whoopee","7","161","5.081"
"3","wicker","6","380","5.940"
"3","widen","5","629","6.444"
"3","widens","6","118","4.771"
"3","widest","6","874","6.773"
"3","widower","7","149","5.004"
"3","widows","6","542","6.295"
"3","wifely","6","17","2.833"
"3","wig","3","961","6.868"
"3","wiggle","6","1,025","6.932"
"3","wigwam","6","69","4.234"
"3","wildcat","7","2,081","7.641"
"3","wildebeest","10","48","3.871"
"3","wildlife","8","4,582","8.430"
"3","Williamsburg","12","506","6.227"
"3","willingness","11","3,861","8.259"
"3","winced","6","298","5.697"
"3","winches","7","78","4.357"
"3","windbreaks","10","9","2.197"
"3","winded","6","439","6.084"
"3","windscreen","10","187","5.231"
"3","windstorm","9","81","4.394"
"3","wineglass","9","14","2.639"
"3","wink","4","1,494","7.309"
"3","winked","6","283","5.645"
"3","winners","7","7,270","8.892"
"3","Winnipeg","8","3,231","8.081"
"3","wins","4","11,609","9.360"
"3","winters","7","1,470","7.293"
"3","wire","4","16,615","9.718"
"3","wirecutters","11","7","1.946"
"3","wireless","8","6,503","8.780"
"3","wiretap","7","292","5.677"
"3","Wisconsin's","11","46","3.829"
"3","wise","4","13,444","9.506"
"3","wisest","6","333","5.808"
"3","wistfully","9","154","5.037"
"3","withstands","10","35","3.555"
"3","witless","7","232","5.447"
"3","witnessing","10","767","6.642"
"3","wittingly","9","30","3.401"
"3","wizardry","8","709","6.564"
"3","woke","4","3,223","8.078"
"3","Wolfgang","8","2,775","7.928"
"3","woman","5","66,489","11.105"
"3","woman's","7","5,524","8.617"
"3","won","3","27,563","10.224"
"3","woodcutter","10","18","2.890"
"3","woodgraining","12","0","0.000"
"3","Woodrow","7","433","6.071"
"3","woodsman","8","93","4.533"
"3","woody","5","3,061","8.026"
"3","woolly","6","448","6.105"
"3","wordplay","8","119","4.779"
"3","workable","8","1,678","7.425"
"3","workbag","7","0","0.000"
"3","workbasket","10","8","2.079"
"3","workbook","8","558","6.324"
"3","worksheet","9","421","6.043"
"3","worshippers","11","601","6.399"
"3","wouldn't","8","87,980","11.385"
"3","wrapping","8","1,681","7.427"
"3","wrath","5","5,643","8.638"
"3","wreathe","7","9","2.197"
"3","wreckage","8","452","6.114"
"3","wrenching","9","240","5.481"
"3","wrestle","7","952","6.859"
"3","wretchedness","12","45","3.807"
"3","writer","6","22,933","10.040"
"3","writer's","8","2,003","7.602"
"3","writes","6","565,774","13.246"
"3","writing","7","73,085","11.199"
"3","wrote","5","1,028,146","13.843"
"3","wry","3","348","5.852"
"3","Xavier's","8","132","4.883"
"3","xenon","5","253","5.533"
"3","xerox","5","2,944","7.988"
"3","yak","3","764","6.639"
"3","yard","4","7,418","8.912"
"3","yardstick","9","269","5.595"
"3","yearlong","8","16","2.773"
"3","yearning","8","567","6.340"
"3","yesterday's","11","1,683","7.428"
"3","yokel","5","53","3.970"
"3","Yonkers","7","323","5.778"
"3","you","3","5,030,485","15.431"
"3","you'd","5","41,121","10.624"
"3","youngest","8","1,536","7.337"
"3","youngish","8","63","4.143"
"3","your","4","1,711,893","14.353"
"3","zany","4","288","5.663"
"3","zealous","7","367","5.905"
"3","zigzag","6","110","4.700"
"3","zipper","6","1,245","7.127"
"3","zoning","6","819","6.708"
"3","zooming","7","523","6.260"
"4","syndicated","10","1,597","7.376"
"4","synopsis","8","1,861","7.529"
"4","synthetic","9","3,331","8.111"
"4","tablespoonful","13","10","2.303"
"4","tailcoat","8","8","2.079"
"4","talent","6","10,443","9.254"
"4","tangos","6","80","4.382"
"4","tanned","6","560","6.328"
"4","targets","7","7,105","8.869"
"4","tatter","6","19","2.944"
"4","tattoo","6","3,407","8.134"
"4","taverns","7","107","4.673"
"4","tax","3","62,254","11.039"
"4","taxi","4","2,745","7.918"
"4","teacart","7","0","0.000"
"4","teams","5","26,030","10.167"
"4","teargas","7","43","3.761"
"4","technological","13","6,243","8.739"
"4","telegram","8","448","6.105"
"4","tellers","7","161","5.081"
"4","temperately","11","1","0.000"
"4","temple","6","13,396","9.503"
"4","tempting","8","1,261","7.140"
"4","tendency","8","5,954","8.692"
"4","tenfold","7","120","4.787"
"4","tense","5","2,805","7.939"
"4","tentacle","8","428","6.059"
"4","terminates","10","763","6.637"
"4","terrain","7","6,148","8.724"
"4","terrifying","10","970","6.877"
"4","textured","8","652","6.480"
"4","themes","6","4,640","8.442"
"4","theologians","11","528","6.269"
"4","theorist","8","535","6.282"
"4","therefore","9","58,572","10.978"
"4","thermometers","12","119","4.779"
"4","thermostat","10","979","6.887"
"4","thermostats","11","97","4.575"
"4","they","4","1,617,818","14.297"
"4","they'd","6","13,950","9.543"
"4","thigh","5","2,526","7.834"
"4","thighs","6","5,673","8.643"
"4","thorny","6","543","6.297"
"4","thou","4","6,581","8.792"
"4","thoughtfully","12","478","6.170"
"4","threshing","9","31","3.434"
"4","thriving","8","854","6.750"
"4","throbbing","9","2,006","7.604"
"4","thumb","5","6,586","8.793"
"4","thundercloud","12","7","1.946"
"4","tidewater","9","255","5.541"
"4","tideway","7","30","3.401"
"4","tidying","7","87","4.466"
"4","tilts","5","196","5.278"
"4","timber","6","4,325","8.372"
"4","timekeeper","10","98","4.585"
"4","timeless","8","809","6.696"
"4","timeliness","10","187","5.231"
"4","timetables","10","297","5.694"
"4","timidly","7","97","4.575"
"4","Timmy","5","866","6.764"
"4","tipping","7","657","6.488"
"4","titillating","11","102","4.625"
"4","together","8","90,238","11.410"
"4","tolerate","8","3,816","8.247"
"4","tons","4","10,820","9.289"
"4","tosses","6","750","6.620"
"4","toucan","6","66","4.190"
"4","touring","7","4,032","8.302"
"4","tourist","7","4,624","8.439"
"4","towards","7","35,839","10.487"
"4","townsman","8","11","2.398"
"4","traced","6","2,477","7.815"
"4","tramped","7","17","2.833"
"4","trample","7","800","6.685"
"4","transcendence","13","533","6.279"
"4","transformer","11","2,632","7.875"
"4","transgression","13","472","6.157"
"4","transition","10","7,367","8.905"
"4","translating","11","2,134","7.666"
"4","translations","12","3,845","8.255"
"4","transportation","14","9,780","9.188"
"4","trapdoor","8","497","6.209"
"4","treasure","8","4,470","8.405"
"4","treat","5","15,558","9.652"
"4","trends","6","4,903","8.498"
"4","trendsetter","11","35","3.555"
"4","trig","4","325","5.784"
"4","triplet","7","252","5.529"
"4","tripods","7","232","5.447"
"4","trouble","7","49,725","10.814"
"4","truce","5","932","6.837"
"4","truffle","7","110","4.700"
"4","truthfully","10","659","6.491"
"4","tumble","6","568","6.342"
"4","tunafish","8","40","3.689"
"4","tuner","5","1,963","7.582"
"4","tunes","5","5,290","8.574"
"4","turn","4","89,685","11.404"
"4","turned","6","51,056","10.841"
"4","turnpikes","9","37","3.611"
"4","tutors","6","566","6.339"
"4","twigged","7","16","2.773"
"4","tycoon","6","694","6.542"
"4","tying","5","1,749","7.467"
"4","typewrite","9","9","2.197"
"4","umpire","6","1,051","6.957"
"4","unable","6","24,024","10.087"
"4","unaggressive","12","7","1.946"
"4","unbelievably","12","1,499","7.313"
"4","unbind","6","80","4.382"
"4","uncertainty","11","2,907","7.975"
"4","unchangeable","12","148","4.997"
"4","uncompromising","14","241","5.485"
"4","unconventional","14","905","6.808"
"4","uncooperative","13","240","5.481"
"4","uncross","7","31","3.434"
"4","undeclared","10","173","5.153"
"4","undefended","10","129","4.860"
"4","undeniable","10","875","6.774"
"4","undergarment","12","41","3.714"
"4","underside","9","1,171","7.066"
"4","undersign","9","0","0.000"
"4","understand","10","107,528","11.586"
"4","undesirable","11","1,583","7.367"
"4","undiminished","12","27","3.296"
"4","undisciplined","13","181","5.198"
"4","undomesticated","14","18","2.890"
"4","undoubtedly","11","3,473","8.153"
"4","uneasy","6","797","6.681"
"4","unflinching","11","178","5.182"
"4","unfold","6","583","6.368"
"4","unformed","8","48","3.871"
"4","unhitched","9","11","2.398"
"4","uniform","7","8,113","9.001"
"4","uniformed","9","579","6.361"
"4","uninitiated","11","387","5.958"
"4","universalistic","14","10","2.303"
"4","universally","11","2,635","7.877"
"4","unleash","7","642","6.465"
"4","unloaded","8","926","6.831"
"4","unmarked","8","858","6.755"
"4","unnoticed","9","962","6.869"
"4","unobtrusive","11","227","5.425"
"4","unpleasant","10","3,053","8.024"
"4","unprotected","11","1,128","7.028"
"4","unreasoning","11","74","4.304"
"4","unrestricted","12","1,248","7.129"
"4","unrevealing","11","3","1.099"
"4","unrewarding","11","41","3.714"
"4","unscrupulous","12","687","6.532"
"4","unseeing","8","27","3.296"
"4","unselfishly","11","62","4.127"
"4","unsocial","8","27","3.296"
"4","unsolved","8","701","6.553"
"4","unspeakable","11","749","6.619"
"4","unstapled","9","14","2.639"
"4","unstressed","10","78","4.357"
"4","unused","6","4,443","8.399"
"4","unveiled","8","572","6.349"
"4","unwinding","9","104","4.644"
"4","unworthy","8","772","6.649"
"4","upgrading","9","6,704","8.810"
"4","upward","6","3,201","8.071"
"4","vacationers","11","36","3.584"
"4","vain","4","2,677","7.892"
"4","valiantly","9","163","5.094"
"4","validated","9","1,127","7.027"
"4","validating","10","532","6.277"
"4","vanished","8","1,891","7.545"
"4","variant","7","4,827","8.482"
"4","vassal","6","98","4.585"
"4","vehicle","7","13,714","9.526"
"4","veils","5","191","5.252"
"4","venerable","9","657","6.488"
"4","venerated","9","71","4.263"
"4","ventured","8","595","6.389"
"4","verbs","5","912","6.816"
"4","vessels","7","2,471","7.812"
"4","Vic's","5","84","4.431"
"4","Victoria","8","7,684","8.947"
"4","Victorian","9","1,825","7.509"
"4","vigorously","10","1,255","7.135"
"4","villager","8","142","4.956"
"4","vineyards","9","181","5.198"
"4","violate","7","5,113","8.540"
"4","visor","5","544","6.299"
"4","volts","5","3,007","8.009"
"4","volunteers","10","5,686","8.646"
"4","vote","4","58,103","10.970"
"4","waddle","6","117","4.762"
"4","wages","5","6,351","8.756"
"4","wail","4","436","6.078"
"4","waive","5","694","6.542"
"4","wallpaper","9","992","6.900"
"4","walnuts","7","287","5.659"
"4","Walton","6","1,963","7.582"
"4","wandering","9","3,255","8.088"
"4","warming","7","2,895","7.971"
"4","warmish","7","27","3.296"
"4","warning","7","22,068","10.002"
"4","was","3","2,096,827","14.556"
"4","washcloth","9","198","5.288"
"4","washed","6","3,200","8.071"
"4","watchdog","8","968","6.875"
"4","watched","7","16,607","9.718"
"4","watchman","8","608","6.410"
"4","waterfront","10","504","6.223"
"4","waters","6","6,750","8.817"
"4","Watson's","8","210","5.347"
"4","we","2","1,245,247","14.035"
"4","Wednesdays","10","747","6.616"
"4","weekends","8","5,103","8.538"
"4","weighty","7","188","5.236"
"4","Westinghouse","12","429","6.061"
"4","whacker","7","45","3.807"
"4","wheeze","6","115","4.745"
